,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. What was your academic subject?,edu3. Enter your academic subject,rse16a. Are you employed primarily to develop software for research?,rse16b. Do you spend more time developing software than conducting research?,rse16c. Are you employed as a postdoctoral researcher?,"rse16d. Are you the person who ""does computers"" in your research group?",currentEmp1. Do you work for a university?,currentEmp16a. In what year did you start your current position?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract?,currentEmp12. Do you work full time or part time?,currentEmp16b. Is this your first job?,prevEmp16a. Have you previously worked in the private sector?,prevEmp16b. Why did you leave the private sector?,prevEmp16d. What was the type of your contract?,currentEmp5. What is this job title?,currentWork2. Do you work within a group that provides software development help or expertise to researchers from other groups within your organisation?,currentWork16a. What percentage of your time do you spend developing software each week?,paper1. Has your software ever contributed to research that has been published in a journal or at a conference?,paper2. Were you acknowledged in the paper?,paper4. Were you named as a co-author of the paper?,paper5. Were you named as the lead author of the paper?,stability1. What is the bus factor of your most important software project?,stability2. Is there a technical hand-over plan for your most important software project?,perfCheck1. Do you receive sufficient information on the results of your work?,perfCheck2. Does your work give you the opportunity to check on how well you are doing your work?,perfCheck4. Do you receive sufficient information on the purpose of your work?,perfCheck5. Does your work provide you with direct feedback on how well you are doing your work?,perfCheck6. Does your supervisor/line manager inform you about how well you are doing your work?,perfCheck7. Do your colleagues inform you about how well you are doing your work?,turnOver1. How often do you feel frustrated when not given the opportunity to achieve your personal work-related goals?,turnOver2. How often do you look forward to another day at work?,turnOver3. How often do you consider leaving your job?,turnOver4. How often do dream about getting another job that will better suit your needs?,turnOver5. My current job satisfies my personal needs,turnOver6. I would accept another job at the same compensation level if I was offered it,affRec1. I am satisfied with my supervisor/line manager's confidence in me,affRec2. I am satisfied with a word of thanks from my supervisor/line manager,affRec3. I am satisfied with the recognition I receive from my supervisor/line manager for doing my job,affRec4. I am satisfied with the compliments from my supervisor/line manager concerning my work,affRec5. I am satisfied with the encouragement from my supervisor/line manager while doing my job,percEmp1. It would not be very difficult for me to get an equivalent job in a different organisation,percEmp2. I can think of a number of organisations that would probably offer me a job,percEmp3. My experience is in demand on the labour market,affSat1. I find real enjoyment in my job,affSat2. Most days I am enthusiastic about my job,affSat3. I feel fairly well satisfied with my job,affSat4. I like my job better than the average person,progRSE1. It is likely that I will gain a promotion within my current group,progRSE2. The process I have to complete to gain a promotion is clear and understandable,progRSE3. There are many opportunities within my chosen career plan,progRSE4. My current position is an integral part of my career plan,progRSE5. It is likely that my next position will be an RSE role,"skill2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-1. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?",ukrse1. Are you a member of the UK RSE Association? (Members are people who have signed up to the UK RSE mailing list),tool1. What are the three tools or services you use most often to achieve your work?,tool16a. What are the three tools or services you use most often to achieve your work?,tool16b. What are the three tools or services you use most often to achieve your work?,socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,tool2. What is your Operating System of choice for use at work?
205,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,Yes,2001.0,Permanent,,Full time,No,No,,Fixed-term,,No,10,Yes,Yes,Yes,Yes,1.0,No,Sometimes,Sometimes,Always,Always,Often,Never ,Always,Never ,Never,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Creativity,Persistance,Insight,Yes,Library,,,Male,45 to 54 years,Prefer not to say,OS X
206,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,,Yes,2013.0,Permanent,,Full time,No,Yes,Others,Fixed-term,,Yes,85%,Yes,Yes,Yes,No,1.0,Yes,Always,Very Often,Always,Very Often,Very Often,Very Often,Sometimes,Never,Sometimes,Often,Neither agree or disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Analytic Thinking,Research Abilities,Software Engineering,No,IDEs,Programming Languages,Search Engines ,Male,25 to 34 years,£30 000 to £34 999,Windows
207,United Kingdom,Doctorate,Engineering,,No,No,No,No,Yes,2012.0,Permanent,,Full time,No,Yes,Lack of opportunity to advance,Permanent,,No,20%,Yes,Yes,Yes,No,3.0,Yes,Often,Often,Sometimes,Never ,Never ,Sometimes,Often,Often,Often,Often,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Agree,Disagree,requirement management,information/data modelling,software writing,No,eclipse,visio,powerpoint,Male,35 to 44 years,£45 000 to £50 000,Windows
208,United Kingdom,Doctorate,Computer Sciences,,No,Yes,Yes,Yes,Yes,2013.0,Fixed term,30.0,Full time,Yes,,,,Rsearch Software engineer,Yes,100%,Yes,Yes,Yes,No,2.0,No,Very Often,Always,Always,Always,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Disagree,Neither agree or disagree,Strongly Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Disagree,Strongly Agree,Neither agree or disagree,Strongly Agree,Programming skills,Problem solveing skills,Communciation skills,Yes,IDE,google search,google docs / share latex,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
209,United Kingdom,Doctorate,Other,envrionmental science,Yes,Yes,No,,No,2013.0,Permanent,,Full time,No,Yes,Loss of faith and confidence in corporate leaders,Permanent,,Yes,95,Yes,Yes,Yes,Yes,2.0,No,Very Often,Very Often,Very Often,Very Often,Very Often,Often,Sometimes,Sometimes,Sometimes,Never ,Agree,Strongly disagree,Strongly Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Software Engineering !?,,,No,Python,Kate,Bash,Male,45 to 54 years,£30 000 to £34 999,GNU/Linux
210,United Kingdom,Doctorate,Engineering,,Yes,Yes,No,Yes,Yes,2016.0,Permanent,,Full time,No,No,,Permanent,,Yes,90%,Yes,Yes,Yes,No,4.0,Yes,Often,Very Often,Very Often,Always,Very Often,Very Often,Sometimes,Often,Sometimes,Very Often,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Listen,Laziness,HUBRIS,Yes,Terminal program,gcc,Tea,Male,45 to 54 years,Prefer not to say,GNU/Linux
211,United Kingdom,Doctorate,Social studies,Social studies,Yes,Yes,No,,Yes,2016.0,Fixed term,24.0,Full time,No,No,,Fixed-term,,Yes,100,Yes,Yes,Yes,Yes,2.0,Yes,Often,Often,Very Often,Very Often,Very Often,Very Often,Often,Never ,Never,Always,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,capacity,enthusiasm,energy,No,python,bash,search engine,Male,25 to 34 years,£35 000 to £39 999,OS X
212,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,,Yes,2013.0,Fixed term,24.0,Full time,No,No,,Permanent,,Yes,100,No,,,,2.0,No,Never ,Never ,Sometimes,Never ,Never ,Never ,Sometimes,Never ,Sometimes,Sometimes,Disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,Agree,Programming skills,Awareness of how the academic world works,Ability to organise things properly,No,C++ builder,Notepad++,web browser,Female,45 to 54 years,£30 000 to £34 999,Windows
213,United Kingdom,Doctorate,Combined studies,,No,Yes,No,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,No,,Permanent,,Yes,40,Yes,Yes,Yes,No,1.0,No,Never ,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Very Often,Sometimes,Never,Always,Strongly disagree,Strongly Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Problem Solving,,,Yes,,,,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
214,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,No,Yes,2014.0,Fixed term,24.0,Full time,Yes,,,,,No,5,Yes,Yes,Yes,Yes,1.0,No,Very Often,Very Often,Always,Always,Very Often,Often,Sometimes,Often,Never ,Sometimes,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,organisation,creativity,debugging,No,Latex,Unix,Python,Female,25 to 34 years,£30 000 to £34 999,OS X
215,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,Yes,Yes,2015.0,Fixed term,24.0,Full time,Yes,,,,,Yes,20%,Yes,,No,Yes,3.0,No,Very Often,Always,Always,Always,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Agree,Strongly Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Agree,Agree,mathematics,physics,endurance,No,,,,Male,25 to 34 years,£25 000 to £29 999,GNU/Linux
216,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,No,Yes,2010.0,Fixed term,36.0,Full time,No,No,,Fixed-term,,No,10,Yes,Yes,Yes,Yes,1.0,No,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Agree,Disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Coding ability,Communication,Subject knowledge,No,MATLAB,python,csh,Male,25 to 34 years,£30 000 to £34 999,OS X
217,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,,No,2015.0,Permanent,,Full time,Yes,,,,,Yes,100%,Yes,No,No,No,5.0,Yes,Often,Sometimes,Very Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Scientific understanding,Coding,People skills,Yes,Eclipse,Git,Jira,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
218,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,Yes,2011.0,Permanent,,Full time,No,Yes,A work environment that does not encourage teamwork,Permanent,,Yes,25%,Yes,No,No,No,1.0,Yes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never,Never,Sometimes,Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,Disagree,Understanding and interpretation of requirements,Software development skills,Disciplin and prioritization,Yes,git,vim,bash,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
219,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,No,Yes,2015.0,Fixed term,24.0,Full time,No,Yes,Loss of faith and confidence in corporate leaders,Permanent,,Yes,80%,Yes,Yes,Yes,No,2.0,No,Often,Often,Often,Often,Sometimes,Never ,Sometimes,Sometimes,Sometimes,Very Often,Disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Good software development skills ,Ability to learn things quickly both techie and researchy,Good interpersonal skills,Yes,Python,Atom,GitHub,Female,25 to 34 years,£35 000 to £39 999,OS X
220,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,No,Yes,2013.0,Permanent,,Full time,Yes,,,,,No,60,Yes,Yes,Yes,Yes,1.0,No,Very Often,Very Often,Very Often,Often,Very Often,Very Often,Sometimes,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,abstraction,out-of-the-box thinking,assertiveness,No,netbeans,git,sonarqube,,25 to 34 years,£30 000 to £34 999,GNU/Linux
221,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,,Yes,1993.0,Permanent,,Full time,Yes,,,,,Yes,30,Yes,Yes,Yes,Yes,2.0,No,Often,Sometimes,Very Often,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Strongly Agree,Agree,General purpose computer science and programming,Conceptual and analytical skills,Technology specializations,Yes,Packt books and videos,IDEs,Stackoverflow,Female,35 to 44 years,£45 000 to £50 000,Windows
222,United Kingdom,Doctorate,Physical Sciences,,No,No,Yes,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,No,,Fixed-term,,No,20%,Yes,Yes,Yes,Yes,2.0,No,Very Often,Very Often,Always,Very Often,Always,Often,Sometimes,Often,Sometimes,Sometimes,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Personal communication,"Plastic thinking, adaptability",Good programming skills,No,Mercurial on local machine,Simple backup on external drive,,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
223,United Kingdom,Masters degree,Physical Sciences,,No,Yes,No,Yes,Yes,2016.0,Fixed term,36.0,Part time,No,Yes,Others,Freelancer  consultant  contractors,,Yes,90,Yes,Yes,Yes,No,1.0,No,Always,Very Often,Always,Always,Always,Always,Never ,Often,Never ,Never ,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Strongly Agree,Formal computing expertise,Communication/listening,"A ""good eye"" for the UX and visualisations",No,Google,Google Maps,HTML/CSS/JS,Female,45 to 54 years,£30 000 to £34 999,Windows
224,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,,No,2015.0,Permanent,,Full time,No,No,,Permanent,,Yes,80,Yes,Yes,Yes,No,5.0,Yes,Sometimes,Often,Often,Very Often,Very Often,Often,Sometimes,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Software Design,Project management,Time Management,No,Python,HTML,,Male,45 to 54 years,£30 000 to £34 999,GNU/Linux
225,United Kingdom,Doctorate,Other,"I am cross disciplinary in biology, physics, engineering, computer science, medicine and any other subject that uses computers for research",,,,,Yes,2015.0,Fixed term,24.0,Part time,No,,,,I cannot remember what the official title is,Yes,30%,Yes,,Yes,Yes,1.0,No,Often,Often,Often,Very Often,Often,Always,Always,Often,Sometimes,Always,Neither agree or disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,problem solving,understanding research practices,numerically literate,Yes,email,internet,talk to people,Female,45 to 54 years,Less than £25 000,GNU/Linux
226,United Kingdom,Undergraduate degree,Computer Sciences,,No,Yes,No,Yes,Yes,2000.0,Permanent,,Full time,No,Yes,Others,Fixed-term,IT Support,No,25,No,,,,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Organsation,Discipline,Focus,No,Google,Startpage,Google,Male,45 to 54 years,£35 000 to £39 999,Windows
227,United Kingdom,Undergraduate degree,Physical Sciences,,No,No,No,Yes,Yes,2014.0,Fixed term,6.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,No,10%,Yes,Yes,No,No,1.0,No,Sometimes,Never ,Sometimes,Sometimes,Never ,Never ,Often,Sometimes,Sometimes,Very Often,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Communication,Databases,Persistence,Yes,Oracle PLSQL Developer,Microsoft Office,Google,Male,25 to 34 years,£35 000 to £39 999,Windows
228,United Kingdom,Doctorate,Linguistics  Classics and related subjects,,No,Yes,Yes,No,Yes,2012.0,Fixed term,48.0,Part time,No,Yes,Loss of faith and confidence in corporate leaders,Permanent,,No,20%,Yes,Yes,Yes,No,2.0,No,Often,Sometimes,Very Often,Often,Sometimes,Never ,Sometimes,Sometimes,Sometimes,Very Often,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,coding,problem solving,teamworking & communication,No,PC,Praat software,Visual Studio,Male,55 to 64 years,£45 000 to £50 000,Windows
229,United Kingdom,Masters degree,Engineering,,Yes,Yes,No,,No,2001.0,Permanent,,Full time,Yes,,,,,Yes,80,Yes,No,No,No,4.0,No,Sometimes,Never ,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never ,Sometimes,Very Often,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Ability to decode scientists into 'logical steps',thick skin,unambitious,No,gvim,ifort,python,Male,45 to 54 years,£30 000 to £34 999,GNU/Linux
230,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,Yes,Yes,2013.0,Fixed term,48.0,Full time,No,No,,Fixed-term,,No,80,Yes,No,No,No,2.0,No,Sometimes,Always,Always,Sometimes,Very Often,Never ,Never ,Sometimes,Never ,Never ,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Neither agree or disagree,Strongly Agree,Software engineering,Analytical and mathematical,Communication,Yes,Fortran 2003/2008 compilers,Emacs,MPI,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
231,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,,No,2015.0,Fixed term,36.0,Full time,No,No,,Fixed-term,Various! 'web developer' or 'IT developer' - although mainly by people who don't understand the differences,No,90,Yes,Yes,Yes,,2.0,No,Never ,Never ,Never ,Never ,Never ,Never ,Always,Sometimes,Sometimes,Very Often,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Strongly disagree,Agree,Wide range of technical abilities (little knowledge of lots of things is probably better than being an expert in only 1 technology),An awareness of the culture of academia / research. Employing a good software engineer who has only worked in industry as an RSE doesn't seem to work in my experience!,Quizzical nature / initiative / an attempt to keep up with latest technology,Yes,"Java (unfortunately, because of the group I'm in)","SublimeText (or, if I really have to, eclipse)",,Male,25 to 34 years,£30 000 to £34 999,Windows
232,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,No,,Fixed-term,,No,80,Yes,Yes,Yes,No,3.0,No,Sometimes,Never ,Very Often,Often,Very Often,Sometimes,Often,Never,Often,Very Often,Neither agree or disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,"write general, reusable software",work with code written by other people,work with other people,No,emacs,python,bitbucket,Male,35 to 44 years,£35 000 to £39 999,OS X
233,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,Yes,No,2013.0,Permanent,,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,Research Software Engineer,No,90%,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Sometimes,Very Often,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Communication,Eagerness to learn,Ability to ship,Yes,text editor (atom),version control (git),hosted vcs + code review (bitbucket),Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
234,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,,Yes,2016.0,Fixed term,12.0,Full time,No,Yes,Others,Permanent,,Yes,90,Yes,Yes,Yes,Yes,1.0,No,Often,Sometimes,Often,Often,Often,Often,Very Often,Often,Sometimes,Sometimes,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,Agree,Tenacity,Flexibility,Patience,Yes,Web searches,Eclipse,,Male,45 to 54 years,£30 000 to £34 999,GNU/Linux
235,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,2014.0,Fixed term,24.0,Full time,No,Yes,Others,Freelancer  consultant  contractors,,Yes,100,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never ,Very Often,Sometimes,Sometimes,Very Often,Strongly disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Eager to learn and research,Able to work in a team,Able to communicate effectively at many levels,Yes,NetBeans,Google,,Male,55 to 64 years,£35 000 to £39 999,Windows
236,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,Yes,2015.0,Fixed term,26.0,Full time,No,Yes,Lack of opportunity to advance,Permanent,,No,70,Yes,Yes,No,No,1.0,No,Very Often,Very Often,Very Often,Very Often,Sometimes,Very Often,Sometimes,Often,Sometimes,Very Often,Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Understand research needs and how they translate to software,Software engineering (including good practice),Project management,Yes,Python,Fortran + MPI,Github,Male,25 to 34 years,£40 000 to £44 999,GNU/Linux
237,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,Yes,2014.0,Fixed term,,Full time,No,No,,Fixed-term,,No,60,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Very Often,Often,Often,Never ,Often,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Strongly Agree,Managing expectations of software projects when compared to professional products,Programming skills,Time Management,Yes,Visual Studio,Git,StackOverflow,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
238,United Kingdom,Doctorate,Mathematical and Computer Sciences,,No,Yes,No,Yes,Yes,2005.0,Fixed term,8.0,Full time,No,Yes,Others,Permanent,,Yes,10,Yes,No,No,No,5.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Very Often,Sometimes,Sometimes,Very Often,Strongly disagree,Agree,Disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neither agree or disagree,Flexibility,Abstraction,Organisation,Yes,Command line,Editor,Git(hub),Male,45 to 54 years,£45 000 to £50 000,OS X
239,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,No,Yes,2015.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,60,No,,,,,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never ,Very Often,Sometimes,Sometimes,Very Often,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,,,,Yes,,,,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
